strain,Gene,ratio_result_nq:06_12_12_12:0428-0027:0.022806:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_14_46:0986-0033:0.035816:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_21_63:0329-0187a:0.002197:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_18_94:0109-0187:0.0424:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_24_30:0443-0269:0.128823:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_06_64:0850-0284:0.11164:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_23_23:0850-0259:0.0409225:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_12_04_5-5:3492-0019:0.172:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_01_10_6-21:1315-0399:0.119:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_03_25_8-53:0958-0254:0.0926:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_06_04_9-84:1120-0002:2.07:uM::::5_20:heho_060929_012807:YPD pH7,essential,zygosity
YOR067C,ALG8,0.7391,0.218111,0.228918,0.289703,0.170221,0.209482,-0.29933,1.08212,-0.0744956,0.00879711,-0.131447,no,hom
YOR068C,VAM10,0.206181,0.226266,0.287358,0.122519,0.0239505,0.161917,-0.115704,1.22748,0.225535,0.149488,0.0319133,no,hom
YOR069W,VPS5,0.439993,-0.00232984,0.210398,0.192018,0.0153579,0.119542,-0.00688203,1.4291,-0.0601511,0.0421132,0.143687,no,hom
YOR069W,VPS5,,,,,,,,,,,,no,hom
YOR070C,GYP1,1.51773,0.149361,0.946565,0.376781,0.239556,0.97705,0.904974,0.981608,0.371806,0.396126,-0.0374893,no,hom
YOR071C,NRT1,0.0424553,-0.0307726,0.150133,0.0794055,0.139268,-0.116115,-0.00252336,-0.0497598,-0.0521211,-0.0313992,-0.273384,no,hom
YOR072W,YOR072W,0.106396,-0.033946,0.0831526,-0.088271,0.145232,-0.0738004,-0.375059,-0.192642,0.0382002,0.188858,0.252482,no,hom
YOR073W,SGO1,0.845143,0.000765289,0.411443,0.861273,0.255885,0.157422,0.500006,-0.269662,0.297322,0.691379,-0.0539704,no,hom
YOR074C,CDC21,0.0503964,-0.180668,0.0342801,-0.232909,-0.033113,0.138279,-0.0249704,0.128643,-0.0694456,-0.0510528,-0.203352,yes,het
YOR075W,UFE1,-0.144126,-0.211144,0.119816,-0.149794,-0.169146,-0.138456,0.372934,0.135505,0.0775688,0.244488,0.108517,yes,het
YOR076C,SKI7,-0.18379,-0.00572029,-0.013279,0.0638527,-0.0162828,-0.034248,-0.185614,-0.312295,0.192656,0.266328,-0.151139,no,hom
YOR077W,RTS2,-0.01874,0.25955,-0.0547784,-0.0125566,-4.60E-05,-0.133594,-0.0826534,0.0784721,-0.103665,0.141325,-0.224553,yes,het
YOR078W,BUD21,-0.728284,0.0851919,-0.284045,-0.449759,-0.432062,-0.492358,-1.11884,-0.448743,-0.329741,-0.566229,-0.226655,no,hom
YOR079C,ATX2,0.0346292,-0.114102,-0.0244625,-0.0926849,0.0393016,-0.00196801,-0.0848946,0.158682,-0.0281712,-0.139871,-0.0437041,no,hom
YOR080W,DIA2,-0.45731,0.111778,-0.124525,-0.0485743,0.0539666,-0.265252,-0.100564,-0.823901,-0.439718,-0.160547,-0.612849,no,hom
YOR081C,TGL5,0.0451239,-0.0431906,0.15059,-0.111553,0.084189,0.0254376,0.0613627,-0.0479773,-0.0752726,-0.072532,-0.0961635,no,hom
YOR082C,YOR082C,0.0204783,0.0918151,0.0954766,0.084182,0.012487,0.0122954,-0.088669,-0.0293446,0.0763125,0.0150943,0.0306002,no,hom
YOR083W,WHI5,0.106452,0.0313331,0.0213952,-0.152211,-0.0616919,0.097725,-0.0874943,-0.0137168,0.0458784,0.155042,0.0160231,no,hom
YOR084W,LPX1,-0.00879066,0.0655368,0.0940377,0.0477991,0.0136074,-0.033267,-0.0463864,0.026289,-0.0222048,0.0157238,0.0851638,no,hom
YOR085W,OST3,0.533694,0.245245,0.152468,-0.00701642,0.165258,-0.133223,-0.0242282,-0.0558989,-0.0680304,-0.0378764,-0.0694962,no,hom
YOR086C,TCB1,0.324418,0.0723183,0.180427,0.275635,0.360337,-0.301305,-0.0352129,1.28777,0.110862,-0.201058,0.0660465,no,hom
YOR087W,YVC1,0.191583,0.0623379,0.0732112,-0.0821078,-0.189938,-0.19006,0.641455,0.0414457,0.142309,-0.126983,0.0908771,no,hom
YOR087W,YVC1,0.127746,0.0813042,0.23997,0.0614551,0.145844,0.0514261,-0.0234508,0.0385635,0.0352515,0.105054,-0.0710866,no,hom
YOR088W,YOR088W,0.123379,-0.0305457,0.0927368,0.0465324,0.0304605,-0.0621079,-0.0526961,-0.0128994,0.0150771,-0.135778,-0.0515391,no,hom
YOR089C,VPS21,0.174086,-0.286043,-0.10021,0.0542312,-0.177196,-0.0259046,-0.316327,0.836036,-0.0786693,-0.0819115,-0.170161,no,hom
YOR090C,PTC5,-0.0974641,0.0715951,0.0878676,0.0266751,-0.0315012,0.0828394,-0.111024,-0.0415094,0.00609224,-0.0458075,-0.0519149,no,hom
YOR091W,TMA46,-0.00646381,-0.222253,-0.0582085,0.036218,0.151412,-0.0206899,0.434047,-0.277837,-0.106626,0.00272626,0.143706,no,hom
YOR092W,ECM3,-0.0286539,-0.0269612,0.0211604,0.00865438,0.0648455,0.0249333,-0.0176908,0.0807428,0.0474395,-0.0594093,-0.0981845,no,hom
YOR093C,YOR093C,-0.0957408,0.11125,0.101679,0.0636962,0.151426,0.0279019,0.167457,0.0108899,0.00282126,0.040405,-0.00611975,no,hom
YOR094W,ARF3,-0.0490431,0.0660512,0.102279,0.0507081,0.0498143,0.0261452,-0.0772579,0.0827695,-0.0105501,0.0776047,0.0847344,no,hom
YOR095C,RKI1,0.0982348,0.0103962,-0.016016,-0.00493986,-0.0510196,0.0339904,0.0740706,0.00395238,-0.0527943,0.0138921,0.374849,yes,het
YOR096W,RPS7A,-0.989925,0.462703,-0.814757,-0.541925,-0.1841,-0.461188,-1.54504,,0.101215,,-0.363929,no,hom
YOR097C,YOR097C,-0.0764773,-0.0468247,-0.0177902,-0.211513,-0.0163785,0.0668363,-0.0270857,0.190246,0.0208796,0.21768,0.190019,no,hom
YOR098C,NUP1,0.0348061,0.000506626,-0.0415365,-0.089757,-0.0109308,-0.0790166,0.0675982,-0.0430799,0.0933567,0.0999434,0.373235,yes,het
YOR099W,KTR1,-0.0103695,-0.0361334,-0.0130294,0.0109304,-0.151779,-0.0539066,-0.114258,-0.172877,-0.0450341,-0.0293762,-0.0415525,no,hom
YOR100C,CRC1,0.00723112,-0.0961512,0.000470021,0.0452942,-0.0830009,-0.0490005,-0.0271591,-0.0875233,0.00490007,-0.0185358,0.148097,no,hom
YOR101W,RAS1,0.0544248,-0.08654,-0.0393952,-0.0352377,-0.116378,-7.33E-05,0.0569782,0.00450047,0.0723151,-0.00282619,0.00686579,no,hom
YOR102W,YOR102W,0.187755,0.014524,-0.159886,0.0665544,0.0122361,0.409083,-0.256193,0.368444,0.110592,0.0431864,0.0300867,yes,het
YOR103C,OST2,-0.0504702,0.314791,-0.270172,-0.0442174,-0.0389962,0.130358,-0.347024,0.33555,0.0837223,0.362562,-0.180651,yes,het
YOR104W,PIN2,0.595563,0.549849,-0.0590325,-0.15873,-0.254282,-0.217222,-0.681774,0.84604,0.111569,-0.213014,-0.116258,no,hom
YOR105W,YOR105W,-0.01392,0.0845153,-0.192806,0.0998466,-0.0567661,0.0330634,0.0530282,-0.348755,0.0895806,0.015866,-0.101149,no,hom
YOR106W,VAM3,0.286191,0.99014,0.20541,0.574887,0.488988,0.142002,1.11934,1.55864,0.0516366,0.200204,0.0467134,no,hom
YOR107W,RGS2,0.0907432,-0.0520851,-0.00358587,0.111562,-0.0204144,-0.0834787,0.098377,-0.0458432,0.109592,-0.112067,0.305212,no,hom
YOR108W,LEU9,-0.134112,-0.0334144,-0.0526557,0.113826,0.0621932,0.240098,0.00186843,0.021357,-0.0814963,-0.0547744,0.0274728,no,hom
YOR109W,INP53,0.157908,0.113423,-0.0132923,0.0685441,-0.0110346,-0.0374891,0.0311372,0.550293,0.0855358,0.215861,0.245665,no,hom
YOR110W,TFC7,0.000814273,-0.0459599,-0.0207933,-0.00649731,-0.175064,-0.0539908,0.136942,0.108984,-0.0250734,0.161293,0.30525,yes,het
YOR111W,YOR111W,0.0658648,-0.0645051,-0.0824964,0.0157253,-0.0327102,0.00808246,0.080146,-0.229958,-0.03588,0.138475,0.0450554,no,hom
YOR112W,CEX1,0.0128435,0.0193234,-0.0372242,0.000683456,-0.0186601,0.0914224,-0.032367,0.278031,-0.0576359,0.244931,-0.18115,no,hom
YOR113W,AZF1,0.107943,-0.0260844,0.00993641,-0.185493,-0.00616552,0.182743,-0.110105,-0.143892,0.191704,-0.151706,0.123688,no,hom
YOR114W,YOR114W,-0.0865407,-0.00451471,-0.0291871,0.369576,0.0591555,0.094878,0.103089,-0.185817,-0.160708,-0.141798,0.00327883,no,hom
YOR115C,TRS33,0.159052,-0.0689489,-0.150314,0.216202,0.112888,0.224319,0.242643,-0.0689806,0.114971,0.342167,-0.117845,no,hom
YOR116C,RPO31,0.175763,-0.454024,-0.336456,-0.134155,-0.0985071,-0.328062,0.814413,-0.341865,0.00162984,-0.226418,-0.642024,yes,het
YOR117W,RPT5,-0.123357,-0.554401,0.0203488,0.333424,-0.199082,-0.170548,-0.805688,-0.673032,-0.164965,-0.287052,-0.671566,yes,het
YOR118W,RTC5,-0.0677164,-0.0300842,-0.110411,0.114056,0.0322995,0.0755451,-0.0196394,-0.0856426,0.17278,0.0200942,0.0811908,no,hom
YOR119C,RIO1,0.230771,0.490047,0.269686,0.162474,-0.189858,0.244738,-0.0179946,0.573288,0.137616,0.0457859,0.225262,yes,het
YOR120W,GCY1,-0.113736,0.159937,-0.201622,0.087277,0.0993201,-0.147623,0.112234,-0.173004,0.229264,-0.148598,0.0396864,no,hom
YOR121C,YOR121C,-0.0231845,0.0260109,-0.0744474,-0.0177386,-0.271905,-0.250738,0.517864,-0.16228,0.0965392,0.109377,0.0242068,no,hom
YOR122C,PFY1,0.0165674,0.0069008,0.10843,-0.0039823,-0.105178,0.149359,-0.150662,0.100342,-0.0939499,0.101675,0.639872,yes,het
YOR123C,LEO1,0.256172,0.0231757,-0.0668711,0.407737,-0.0349692,-0.127201,0.145974,-0.197052,-0.0266097,0.0885846,-0.208423,no,hom
YOR124C,UBP2,-0.181228,0.0376963,-0.105919,-0.100464,-0.142656,0.0182069,-0.0275517,-0.142388,-0.0370726,-0.0263512,-0.080486,no,hom
YOR125C,CAT5,0.0975255,0.0425239,0.469282,0.20184,0.306245,0.08972,-0.169374,-0.273554,-0.0920556,0.152434,-0.104403,no,hom
YOR126C,IAH1,-0.0577432,0.0310996,-0.0411625,0.073532,0.0901325,-0.0766283,-0.018565,-0.0996974,-0.0257437,0.0380212,-0.0276987,no,hom
YOR127W,RGA1,-0.101331,0.0334325,-0.203263,0.0215875,-0.145271,-0.14745,0.639961,-0.0818822,-0.0321069,0.0303977,0.0195663,no,hom
YOR128C,ADE2,-0.00962782,0.0491251,-0.00962782,-0.00962782,0,0,0.298276,0.0569512,-0.0128832,-0.0246917,0.341357,no,het
YOR129C,AFI1,0.333805,-0.137223,-0.0537525,0.0023062,-0.0247893,-0.267216,-0.00579469,-0.126381,-0.0692763,0.125985,0.16705,no,hom
YOR130C,ORT1,-0.116451,-0.0935802,0.0382659,0.363486,0.0458508,0.081623,-0.00684371,-0.0217445,0.18058,0.406897,-0.18966,no,hom
YOR131C,YOR131C,-0.0521831,-0.0316289,-0.0750342,0.00210481,-0.0919484,0.0226226,0.0270302,-0.0657734,0.056475,0.0737497,-0.119942,no,hom
YOR132W,VPS17,0.164619,-0.12788,0.0423949,0.0815555,-0.0281408,-0.0394685,-0.0286114,0.909628,0.195813,-0.00169813,0.0751513,no,hom
YOR133W,EFT1,0.112278,0.0344087,-0.0895632,0.094897,-0.124413,-0.218295,0.692457,-0.217725,0.0989173,-0.196856,0.0760721,no,hom
YOR134W,BAG7,-0.24042,-0.0956333,-0.187251,-0.0868861,-0.0598924,0.0971564,0.039695,-0.105583,-0.00573988,-0.146381,-0.187332,no,hom
YOR135C,IRC14,0.0465821,-0.23754,-0.0650918,0.292625,0.301874,0.0240241,-0.323634,-0.328068,0.608377,-0.284373,-0.0372611,no,hom
YOR136W,IDH2,-0.0197611,0.282819,0.0546186,0.353046,0.0477984,0.153587,-0.168195,-0.044802,0.0258023,0.168004,0.0548815,no,hom
YOR137C,SIA1,-0.11519,-0.0383155,-0.0673191,-0.197771,0.0401986,0.0689805,0.406961,-0.328016,-0.117734,0.175173,-0.153598,no,hom
YOR138C,RUP1,-0.0217277,0.0043861,-0.0811026,0.0761539,0.0912779,0.0071286,-0.108545,-0.373693,0.115849,-0.00921417,-0.0745793,no,hom
YOR139C,YOR139C,-0.121908,-0.148098,-0.118336,0.112862,-0.0641894,0.0464143,-0.491314,0.342451,0.0907525,0.0444505,0.104102,no,hom
YOR140W,SFL1,0.0476676,0.211626,-0.0934903,-0.017192,0.0407123,0.0972418,-0.327545,0.32826,0.155879,0.0503216,0.102532,no,hom
YOR141C,ARP8,-0.409893,-0.220234,-0.142945,0.000941959,-0.194643,-0.0471867,0.668054,-0.556465,0.189912,0.0496807,-0.0388434,no,hom
YOR142W,LSC1,0.0534269,-0.0134377,-0.0463011,0.0808851,0.00283249,-0.0853528,-0.00609646,-0.0777696,-0.00414873,-0.0661521,-0.00938397,no,hom
YOR143C,THI80,0.31166,-0.00623301,-0.00456457,0.179364,0.0529952,-0.0188424,0.15404,0.190426,-0.179956,0.0179945,0.179925,yes,het
YOR144C,ELG1,-0.00453826,0.015008,-0.0381472,0.153748,0.145167,-0.204345,-0.139976,-0.203752,0.221463,0.152417,-0.0197819,no,hom
YOR145C,PNO1,-0.298839,-0.13976,-0.112208,0.00899536,-0.0671924,-0.299073,-0.337778,-0.157428,-0.0143096,0.264361,-0.810772,yes,het
YOR146W,YOR146W,-0.461542,-0.355114,-0.363261,-0.246493,-0.249854,-0.572149,-0.761804,-0.106411,0.0860601,0.00530189,-0.652819,yes,het
YOR147W,MDM32,0.0809965,-0.0207143,0.0291757,0.068648,-0.0787674,0.0110794,0.137561,0.00294186,0.257456,0.193846,0.203575,no,hom
YOR148C,SPP2,-0.049269,0.349642,0.0820877,0.320332,-0.0256784,0.157313,0.391414,-0.0214685,0.451693,0.167726,0.084017,yes,het
YOR149C,SMP3,0.126817,0.252552,0.046753,0.104511,0.00533216,0.0791847,0.35913,0.161265,0.123207,0.091579,0.666348,yes,het
YOR150W,MRPL23,-0.165055,0.137202,0.230163,0.470845,-0.142349,0.205405,0.541632,-0.802699,-0.0165067,-0.0236769,0.036235,no,hom
YOR151C,RPB2,-0.0714462,0.362917,0.391939,0.0579241,-0.00640195,0.020555,0.069308,0.12792,-0.105042,0.323734,0.842472,yes,het
YOR152C,YOR152C,0.0133219,-0.0318954,-0.032343,-0.0547776,-0.0449107,0.0275126,0.0459233,-0.0701569,0.00343106,0.00102299,-0.0625411,no,hom
YOR153W,PDR5,,,,,,,,,,,,no,hom
YOR154W,SLP1,0.00718093,0.0165651,-0.0975509,-0.0240914,-0.0471267,-0.0480808,-0.0871957,-0.116945,0.0601486,0.245154,0.130923,no,hom
YOR155C,ISN1,-0.0769163,0.0883456,-0.120218,-0.0567255,-0.0697958,0.0274355,-0.00713746,-0.00596061,-0.0032184,0.0710794,-0.10816,no,hom
YOR156C,NFI1,-0.109755,0.0369329,0.0946139,0.236582,-0.110939,0.0926583,0.176518,-0.0914919,0.012234,0.114563,0.0882474,no,hom
YOR157C,PUP1,1.44653,1.36211,0.192443,-0.223108,-0.0108892,0.450727,-2.11063,1.51722,-0.245731,-0.208775,-2.19775,yes,het
YOR158W,PET123,-0.00175094,0.348812,0.145438,0.0534162,0.0994925,0.129458,0.296717,0.290043,0.0734353,-0.119335,-0.279043,no,hom
YOR159C,SME1,-0.0145226,-0.0377235,-0.0201992,0.215199,-0.089912,-0.10412,-0.23619,0.0691367,-0.00608225,0.0256633,0.0972964,yes,het
YOR160W,MTR10,0.329021,-0.166298,0.0345439,-0.095932,-0.31272,-0.325911,0.648979,-0.166857,0.182472,0.0367734,0.191146,yes,het
YOR161C,PNS1,-0.183107,-0.0263792,-0.18125,-0.0694754,-0.101091,0.0472261,-0.177942,0.0759994,-0.0103311,-0.0323428,0.174227,no,hom
YOR161C-C,YOR161C-C,0.00339563,0.0934312,-0.0807618,-0.049775,-0.0809879,-0.0050299,-0.0435028,-0.0538224,0.0176147,-0.0797148,0.0181325,no,hom
YOR162C,YRR1,-0.207953,0.00956762,0.0380531,-0.1306,0.054,0.105341,-0.253931,-0.153303,-0.0258457,0.265554,0.234736,no,hom
YOR163W,DDP1,0.0667081,0.109325,-0.0173239,-0.0586405,0.000363286,0.023601,0.0210315,-0.0363039,0.00856265,0.0739557,0.0302718,no,hom
YOR164C,YOR164C,0.358156,0.0160504,0.280607,0.117882,-0.126468,-0.0814078,-0.250351,-0.256871,0.184513,0.342059,0.550735,no,hom
YOR165W,SEY1,-0.0841975,-0.0297112,-0.0339338,0.0517177,-0.0591274,-0.0477804,0.0458236,-0.170473,-0.14998,-0.257562,0.119662,no,hom
YOR166C,SWT1,-0.00207599,0.0640613,-0.0458819,0.0131954,-0.0391696,0.054561,-0.0156607,-0.0290102,-0.0013741,-0.0457546,-0.0855708,no,hom
YOR167C,RPS28A,-0.192634,0.121318,-0.241383,-0.0326628,-0.177209,-0.144081,-0.45941,-0.2839,-0.104092,0.0203517,-0.0473408,no,hom
YOR168W,GLN4,-0.00432884,0.134245,0.0358198,0.00791177,0.0696698,-0.0369313,0.112087,0.131636,0.167265,0.160927,-0.195232,yes,het
YOR169C,YOR169C,-0.0456836,0.153249,0.132529,0.0985182,0.00110767,0.0270183,0.367453,0.0174496,-0.0227693,0.157113,0.0408044,yes,het
YOR170W,YOR170W,-0.280746,-0.230734,-0.0941555,0.0907197,0.116994,-0.0796327,0.0209411,0.114333,0.0415205,-0.0955713,-0.0183659,no,hom
YOR171C,LCB4,0.191621,0.0591211,-0.14008,0.0633669,0.177877,-0.211454,0.194097,0.134797,-0.0205534,0.0554155,0.153518,no,hom
YOR172W,YRM1,-0.0164984,-0.013197,-0.0814664,0.133683,-0.0403582,0.0346141,-0.0595571,0.151425,0.053299,-0.0658556,0.239585,no,hom
YOR173W,DCS2,0.0541582,-0.0331694,-0.100659,0.179859,0.0101951,0.00181531,-0.10755,0.533847,0.159985,0.00495683,0.198971,no,hom
YOR174W,MED4,-0.0652381,-0.174268,-0.0968442,-0.00330865,-0.0662989,0.0923495,0.147277,0.0915641,0.131914,-0.0487279,0.148602,yes,het
YOR175C,ALE1,0.099909,0.0915341,-0.141984,0.022711,0.0893091,-0.0651291,0.0857554,-0.0266867,0.109872,0.15949,0.189714,no,hom
YOR176W,HEM15,-0.147681,0.230347,0.230347,-0.267719,-0.10822,0.2185,-0.00503729,0.216414,0.0191258,0.255871,1.80579,yes,het
YOR177C,MPC54,0.00368328,-0.0960596,-0.0596955,0.123677,-0.155535,-0.0149879,0.191222,-0.168292,-0.170889,0.213593,0.0344249,no,hom
YOR178C,GAC1,0.124444,0.0541005,0.0315727,0.0685842,0.159547,-0.0401567,0.225754,-0.172807,0.08787,0.0945886,0.0102408,no,hom
YOR179C,SYC1,0.364076,0.178429,0.169557,-0.0488347,-0.0036824,0.0345264,0.218455,-0.645763,0.32488,-0.24253,-0.155918,no,hom
YOR180C,DCI1,-0.162743,-0.0378408,-0.14167,-0.189143,0.0174149,-0.0205885,-0.0814633,0.102674,0.214037,0.314585,-0.102068,no,hom
YOR181W,LAS17,-0.0180956,0.00225285,0.0577075,-0.0835045,-0.319471,-0.026364,0.0255409,0.122788,-0.0644019,0.0990729,0.0648954,yes,het
YOR182C,RPS30B,-0.520823,0.0586367,-0.391683,-0.421096,-0.0909066,-0.138766,-0.743151,-0.395789,-0.341154,-0.315309,-0.377982,no,hom
YOR183W,FYV12,-0.52313,0.31241,-0.428705,-0.549839,-0.17739,-0.17153,-0.669507,-0.693065,-0.283299,-0.306576,0.17034,no,hom
YOR184W,SER1,0.540526,-0.0748317,-0.0523709,0.034619,1.04476,0.0242398,0.253702,-0.101599,0.0455648,-0.091013,0.193138,no,hom
YOR185C,GSP2,0.0458587,-0.121598,-0.0730125,-0.0082109,-0.0564083,-0.0333635,0.0920214,-0.0747219,0.00826059,-0.0382066,0.120477,no,hom
YOR186W,YOR186W,0.0848255,0.0929849,0.107643,0.0111786,0.00525751,-0.0206474,0.0123894,-0.0474235,0.153228,0.0247299,0.198601,no,hom
YOR187W,TUF1,-0.34998,-0.321955,-0.247718,0.173258,-0.499102,-0.18589,0.453847,-0.877613,-0.0843728,-0.0539113,-0.202414,no,hom
YOR188W,MSB1,-0.0578245,0.0692512,-0.158202,0.533222,-0.0954811,-0.122124,-0.0247423,0.0737225,0.00901992,-0.0986764,0.310643,no,hom
YOR189W,IES4,-0.201134,-0.031152,-0.0889563,0.082621,-0.0562732,-0.179582,0.0978657,-0.262311,-0.0812263,-0.239259,-0.2419,no,hom
YOR190W,SPR1,0.21519,-0.0302629,-0.107033,-0.0714003,-0.136691,0.0342273,-0.0295946,-0.0774817,0.122013,0.286222,-0.146509,no,hom
YOR191W,ULS1,0.0944429,-0.0158383,0.0283755,0.233787,-0.114208,-0.110011,-0.298137,-0.360807,0.410963,0.202235,-0.15358,no,hom
YOR192C,THI72,0.0719003,0.100858,0.118025,-0.00642296,-0.105125,-0.0978206,-0.0419988,0.148121,0.106573,0.142962,0.143836,no,hom
YOR193W,PEX27,-0.0311647,0.0702443,0.0268588,-0.0956528,-0.0586423,0.0205164,-0.0482307,-0.0590265,0.0819556,-0.0553933,0.028469,no,hom
YOR194C,TOA1,0.0317308,0.249634,-0.0274593,0.05223,-0.0676329,0.0141459,-0.132578,0.452542,-0.0112485,-0.00857893,1.04281,yes,het
YOR195W,SLK19,-0.11099,0.0173967,0.00106078,0.172873,0.0297193,-0.0453689,0.393428,0.033567,-0.10098,0.0668373,-0.077938,no,hom
YOR196C,LIP5,-0.163242,-0.153142,-0.0430153,0.151761,-0.306637,0.0083752,-0.192854,-0.283362,-0.383667,0.0618167,0.781909,no,hom
YOR197W,MCA1,-0.107862,0.043084,-0.0770903,-0.0697575,0.00586578,0.0107091,0.225969,0.036343,0.0212813,0.112726,0.0385157,no,hom
YOR198C,BFR1,-0.596911,-0.193771,-0.0770714,0.720246,0.354374,-0.339136,1.14844,0.536548,-0.340034,-0.432895,1.29263,no,hom
YOR199W,YOR199W,-0.526066,0.366115,0.199898,-0.0773724,1.31063,1.51085,2.22041,-0.771637,0.196414,-0.115694,0.123192,no,hom
YOR200W,YOR200W,-0.354756,0.151145,0.157507,0.124636,-0.0954817,0.0352889,-0.0255193,-0.349956,-0.0463161,-0.0633134,-0.196012,no,hom
YOR201C,MRM1,-0.332992,0.568661,-0.129141,0.36425,-0.0919175,0.100076,0.00529275,-0.51636,-0.0743234,0.14473,-0.0530676,no,hom
YOR202W,HIS3,0.0162672,0.0175897,-0.00442513,-0.0413542,-0.109112,0.0213339,-0.012854,0.044392,-0.0614509,-0.0169703,0.10104,no,hom
YOR203W,YOR203W,-0.144566,0.120681,0.100398,-0.0426611,-0.158079,-0.00454043,-0.127887,0.340643,0.00959084,-0.0603269,0.294499,yes,het
YOR204W,DED1,-0.450512,0.309393,0.207107,-0.257046,-0.00904092,0.0503276,0.192027,0.396292,0.0096689,0.194142,0.421239,yes,het
YOR205C,LRC5,-0.0324818,0.154276,-0.00760061,0.300302,-0.0598047,0.0373842,0.185875,-0.71405,-0.313361,0.105309,-0.285559,no,hom
YOR206W,NOC2,-0.209021,0.0416273,-0.228128,-0.283522,0.0400099,-0.446347,-0.748547,-0.403612,-0.265458,-0.185794,-0.923555,yes,het
YOR207C,RET1,-0.102388,-0.280359,-0.0738128,-0.169695,-0.153412,-0.352475,0.206517,-0.265833,-0.205719,-0.16251,-0.484965,yes,het
YOR208W,PTP2,-0.118236,-0.0607238,-0.0441194,-0.0721079,-0.0812559,0.0455532,0.41681,-0.00909251,0.0545471,0.0575046,-0.0654915,no,hom
YOR209C,NPT1,-0.516113,0.614331,0.380878,0.405879,0.589817,-0.165346,-0.237179,-0.21969,0.0172819,0.109027,0.378382,no,hom
YOR210W,RPB10,0.274616,-0.194835,-0.277708,-0.289245,-0.160187,-0.218627,0.00538473,-0.286026,0.368064,-0.159213,0.0131374,yes,het
YOR211C,MGM1,-0.291041,0.0610566,0.106542,-0.0159182,0.0703525,0.000526226,-0.320378,-0.500604,0.0837567,-0.0989895,-0.184364,no,hom
YOR212W,STE4,-0.0218579,0.121432,-0.0123389,0.101879,0.25332,0.0361039,-0.119677,0.0373058,0.11302,0.0981704,0.12596,no,het
YOR213C,SAS5,0.0435571,-0.0236248,-0.0871367,0.143642,-0.0354953,0.0579989,0.00902265,-0.0319195,0.230358,-0.0993167,-0.174417,no,hom
YOR214C,YOR214C,-0.0237849,-0.0295895,-0.0538269,0.0404285,-0.0320672,0.00291442,0.0724916,-0.0212052,0.371783,-0.0313455,0.0315693,no,hom
YOR215C,AIM41,-0.0602937,0.00325979,-0.0124764,0.0402284,-0.0217921,0.0534284,0.0558348,-0.000881816,0.0107201,-0.0285883,-0.0155471,no,hom
YOR216C,RUD3,0.192864,-0.047691,0.148085,0.399606,-0.0744126,-0.102699,-0.228296,0.114513,-0.189181,0.275731,0.101423,no,hom
YOR217W,RFC1,0.216425,0.113147,0.14982,0.289428,0.206196,0.160767,0.341955,0.0523871,0.321451,0.0927011,0.807123,yes,het
YOR218C,YOR218C,-0.163885,0.0676101,0.0933895,-0.0319153,-0.0828858,0.0400525,0.178531,0.0655024,-0.0416647,-0.0770645,0.176362,yes,het
YOR219C,STE13,0.089997,0.0461742,-0.0413937,0.115445,-0.0714681,-0.000608129,-0.00624955,-0.047822,0.0571596,0.00642615,0.0755458,no,hom
YOR220W,RCN2,-0.0554762,-0.0289567,0.0139708,0.0603986,-0.0656445,-0.00287833,0.0843626,-0.0324642,-0.0255661,0.228043,0.0669752,no,hom
YOR221C,MCT1,-0.306317,-0.23017,0.155452,-0.0720236,-0.0772163,-0.196773,-0.307423,-0.422109,-0.348855,0.0374627,0.917413,no,hom
YOR222W,ODC2,0.101638,-0.118259,-0.158829,0.290023,-0.145726,-0.114691,-0.053386,0.0786273,0.0472774,0.123652,0.0145115,no,hom
YOR223W,YOR223W,0.0915434,-0.0505222,-0.0205156,0.0723644,-0.0766744,-0.00652883,-0.0794615,0.149366,-0.0162391,0.0176555,0.225567,no,hom
YOR224C,RPB8,-0.954456,1.09506,-1.07414,0.223494,-1.18959,0.726204,-0.261684,-0.0999242,0.227508,0.781934,-2.61748,yes,het
YOR225W,YOR225W,0.0949527,-0.100985,-0.0189813,0.0972894,0.020123,-0.00736356,0.00439395,0.0368182,0.124576,-0.0681007,-0.070128,no,hom
YOR226C,ISU2,0.0673674,-0.0108504,-0.068761,0.224419,0.0606154,-0.0235946,0.0571611,-0.126215,-0.122748,0.206863,-0.125785,no,hom
YOR227W,YOR227W,-0.045474,0.0521901,-0.177187,0.00278117,0.0820188,-0.0405297,-0.0653422,-0.125072,-0.00183341,-0.137811,0.139213,no,hom
YOR228C,YOR228C,0.110144,-0.105456,-0.0553202,-0.0916322,0.0703846,0.00918526,-0.119608,0.0756982,-0.164375,-0.0535242,0.0284232,no,hom
